amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended	buyer-identification-number	buyer-identification-type 
702-7569847-1274627		2026-03-11T14:42:28+00:00	2026-03-11T15:12:40+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Alaffia, Gel Curl Defining, 240ml	SKU-B082G1H1BG	B082G1H1BG	Unshipped	1	MXN	875.63	120.78							CIUDAD DE MEXICO	CIUDAD DE MEXICO	06400	MX		false			false		
701-3770224-6849003		2026-03-11T14:40:20+00:00	2026-03-11T15:09:38+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Tim Horton's Single Serve Coffee Cups, Original Blend, 24 Count	CJHP-0034	B00H6XZ38S	Unshipped	1	MXN	586.67								HOPELCHEN	CAMPECHE	24600	MX		false			false		
701-4448706-0007427		2026-03-11T14:38:55+00:00	2026-03-11T15:09:18+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Lee Kum Kee Hoisin Sauce, hoisin, spicy, sweet sauce, 36.0 Ounce	IS9-5740	B002ER9KEY	Unshipped	1	MXN	478.41								SANTA MARIA HUATULCO	OAXACA	70980	MX		false			false		
702-5735113-4543403		2026-03-11T14:34:33+00:00	2026-03-11T15:04:56+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Pipette- Esenciales sin fragancias ni lágrimas: limpia suavemente el cabello y la piel delicada de tu bebé mientras aportas la hidratación necesaria sin irritarlo con el champú y el gel de baño para b	KWS080425-B0DF8LXD2T	B0DF8LXD2T	Unshipped	1	MXN	1463.11	201.81							ZAPOPAN	JALISCO	45110	MX		false			false		
702-2569568-4260232		2026-03-11T14:20:48+00:00	2026-03-11T14:51:05+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	XPEL Spray de Detalles	071025-B07QDBHR1V	B07QDBHR1V	Unshipped	1	MXN	1484.63	204.78							MANZANILLO	COLIMA	28217	MX		false			false		
701-4845517-6742618		2026-03-11T14:17:24+00:00	2026-03-11T14:46:50+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Scotchgard Protector de agua resistente, repele el agua, ideal para ropa de exterior, tiendas de campaña, mochilas, lona, poliéster y nailon, 13 onzas	SKU-B01M5BI455	B01M5BI455	Unshipped	2	MXN	1350.3	186.24							MERIDA	YUCATAN	97314	MX		false			false		
702-4489251-1332243		2026-03-11T14:16:32+00:00	2026-03-11T14:54:42+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Nabisco Team Favorites Mix â€" Paquete variado con galletas y galletas, caja de 30 unidades, 30 oz	altus_0063	B06XKHNCZW	Unshipped	1	MXN	529.39								HUIXQUILUCAN DE DEGOLLADO	MEXICO	52779	MX		false			false		
702-2328968-1202620		2026-03-11T14:09:34+00:00	2026-03-11T14:40:05+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	ZitSticka- Parches para granos en la cara y el cuerpo, parches hidrocoloides para cubrir granos e imperfecciones, parches para el acné o Zi	QHM-PS-072425-B0CJX4H3S7	B0CJX4H3S7	Unshipped	1	MXN	826.37	113.98							SANTIAGO DE QUERETARO	QUERETARO	76146	MX		false			false		
702-5558800-9769012		2026-03-11T13:50:16+00:00	2026-03-11T15:14:30+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Anthony's Raíz De Achicoria Instantánea, 8 Oz, Sin Gluten, Sin Cafeína, Sin Ogm, Alternativa Al Café	SKU-JJ-B08HGXG1L2	B08HGXG1L2	Unshipped	1	MXN	794.78								HEROICA PUEBLA DE ZARAGOZA	PUEBLA	72530	MX		false			false		
702-6661199-4241860		2026-03-11T13:45:31+00:00	2026-03-11T14:14:42+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Heinz Salsa de cóctel - botella de 12 onzas	CondimentsSaladDressing0325-0818	B000WHVT8I	Unshipped	1	MXN	401.06								SANTIAGO DE QUERETARO	QUERETARO	76060	MX		false			false		
702-6661199-4241860		2026-03-11T13:45:31+00:00	2026-03-11T14:14:42+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	McCormick dorado Dipt salsa de cóctel de marisco, 8 onzas líquidas	feb2023-11708	B000B6KQWK	Unshipped	1	MXN	408.59								SANTIAGO DE QUERETARO	QUERETARO	76060	MX		false			false		
701-4809014-0709800		2026-03-11T13:29:12+00:00	2026-03-11T14:08:02+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Antimo Caputo Semola Di Grano Duro Rimacinata - Harina de sémola (1 kg)	feb2023-22557	B008ZGMP2M	Unshipped	1	MXN	626.11								SANTIAGO TULANTEPEC	HIDALGO	43760	MX		false			false		
702-7332058-7651414		2026-03-11T13:13:15+00:00	2026-03-11T16:15:07+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Corrector dúo, Wonder Stick, Nyx Professional Makeup, Tono Medium, 8g	SKU-B00SI35LWS	B00SI35LWS	Unshipped	1	MXN	865.25	119.34							TUXPAN	VERACRUZ DE IGNACIO DE LA LLAVE	92773	MX		false			false		
702-3183382-2041043		2026-03-11T13:03:55+00:00	2026-03-11T13:34:16+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Nestle Hot Chocolate Mix, Hot Cocoa, Rich Chocolate Flavor, Made with Real Cocoa, 0.71 oz Packets (Pack of 50)	IS4-366	B00281PIBA	Unshipped	1	MXN	802.11								VERACRUZ	VERACRUZ DE IGNACIO DE LA LLAVE	91897	MX		false			false		
702-7849957-6589049		2026-03-11T12:59:17+00:00	2026-03-11T13:29:50+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Orwin Kids Proteína orgánica Nutricional Shake, sin gluten, Kosher, sin OMG, 8.25 onzas, paquete de 12	may-069693	B00BYOW7VG	Unshipped	1	MXN	1020.39	140.74							CIUDAD DE MEXICO	CIUDAD DE MEXICO	05214	MX		false			false		
701-0221451-9605839		2026-03-11T12:54:49+00:00	2026-03-11T13:25:06+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Ican Hígado de bacalao salvaje enlatado de Islandia, paquete de 6	feb2023-09476	B08C7WX63H	Unshipped	1	MXN	1265.08								BENITO JUAREZ	QUINTANA ROO	77560	MX		false			false		
701-7563216-4873831		2026-03-11T12:43:14+00:00	2026-03-11T13:11:49+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Royal Canin 111103 Breed Health Nutrition French Bulldog Puppy Dry Dog Food, 3lb	nov2022_08070	B077Y7RTD2	Unshipped	2	MXN	2370.76	327.0							COZUMEL	QUINTANA ROO	77600	MX		false			false		
702-5164037-0339414		2026-03-11T12:10:26+00:00	2026-03-11T12:40:57+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	DOVE ORIGINAL deo roll-on 50 ml	may-020518	B0017TNXY8	Unshipped	1	MXN	638.08	88.01							BENITO JUÁREZ	QUINTANA ROO	77560	MX		false			false		
702-1228091-1689845		2026-03-11T12:06:33+00:00	2026-03-11T12:36:05+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	King Oscar Wild Caught Sardines in Extra Virgin Olive Oil 3.75 Ounce (Pack of 4)	altus_1088	B00418U69M	Unshipped	8	MXN	4137.68								PLAYA DEL CARMEN	QUINTANA ROO	77714	MX		false			false		
702-7960655-2061018		2026-03-11T09:55:53+00:00	2026-03-11T10:31:47+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	The Rag Company - Ultra Air Blaster Plus - Herramienta de Limpieza Profunda para el Interior; Combinación de Aire y líquido; Diseño de Metal Duradero; Operado por gatillo - Negro	071025-B0CJCQLS2R	B0CJCQLS2R	Unshipped	1	MXN	2933.63	404.64							TEXCOCO	MEXICO	56247	MX		false			false		
702-6873842-3586641		2026-03-11T09:15:43+00:00	2026-03-11T09:45:54+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	The Bean Coffee Company, Grano descafeinado orgánico Le Bean, tostado francés oscuro, grano entero, 16 onzas, 1 bolsa, certificado orgánico, tostado en los Estados Unidos	OASV-393	B00MW63WBO	Unshipped	1	MXN	927.92								OAXACA DE JUAREZ	OAXACA	68000	MX		false			false		
701-6286573-7816256		2026-03-11T08:52:40+00:00	2026-03-11T09:22:58+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Mount Hagen, café instantáneo orgánico de una sola porción, 1.76 onzas	instant-coffee-6567	B01F24EL5S	Unshipped	1	MXN	546.31								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11550	MX		false			false		
701-6286573-7816256		2026-03-11T08:52:40+00:00	2026-03-11T09:22:58+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Mount Hagen Organic Coffee- 3.53 oz jar	RKSV-NC-04037	B00N9TYGVS	Unshipped	2	MXN	1344.3								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11550	MX		false			false		
701-0118714-6661025		2026-03-11T08:51:20+00:00	2026-03-11T09:22:01+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Mount Hagen Organic Coffee- 3.53 oz jar	RKSV-NC-04037	B00N9TYGVS	Unshipped	1	MXN	672.15								CAREYES-LA HUERTA	JALISCO	48894	MX		false			false		
701-0118714-6661025		2026-03-11T08:51:20+00:00	2026-03-11T09:22:01+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Mount Hagen, café instantáneo orgánico de una sola porción, 1.76 onzas	instant-coffee-6567	B01F24EL5S	Unshipped	1	MXN	546.31								CAREYES-LA HUERTA	JALISCO	48894	MX		false			false		
701-3325861-5656259		2026-03-11T08:35:28+00:00	2026-03-11T09:03:55+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Eco Styler - Aceite de oliva (2 unidades)	SKU-B08MBCL3W3	B08MBCL3W3	Unshipped	1	MXN	613.54	84.63							Hermosillo	Sonora	83010	MX		false			false		
702-3281779-5046617		2026-03-11T08:29:20+00:00	2026-03-11T08:59:14+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Knorr Salat Kronung Dill-Krauter (ensalada de hierbas y eneldo), paquetes de 5 unidades	nagasaki-10410	B001M0A8Y0	Unshipped	1	MXN	509.95								NAUCALPAN DE JUAREZ	MEXICO	53119	MX		false			false		
701-7277672-6883442		2026-03-11T08:27:40+00:00	2026-03-11T09:02:03+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	2-in-1 First Aid Kit (215 Piece) + Bonus 43 Piece Mini First Aid Kit -Includes Eyewash, Ice(Cold) Pack,Moleskin Pad,CPR Face Mask and Emergency Blanket for Travel, Home, Office, Car, Workplace	altus_1524	B07GGSCM8C	Unshipped	1	MXN	1115.83	153.91							CAREYES-LA HUERTA	JALISCO	48894	MX		false			false		
702-6648409-9033833		2026-03-11T08:22:16+00:00	2026-03-11T08:51:30+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Crazy Richard, mantequilla crujiente de cacahuete de 16 oz en tarro 100% cacahuetes sin azúcar, sal o aceite de palma añadido. 1 Pound (Pack of 2)	aloma_510	B07PRYX9WT	Unshipped	1	MXN	778.2								PLAYA DEL CARMEN	QUINTANA ROO	77717	MX		false			false		
702-8792665-1945046		2026-03-11T08:14:42+00:00	2026-03-11T08:44:13+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Fruitytea English Teas Selection Pack - A Selection of Six Fruit Flavoured Teas, 6 x 10 Foil Enveloped Teabags by English Teas	ATSV-A169	B00GHX4YJ2	Unshipped	1	MXN	633.76								CIUDAD DE MÉXICO	DISTRITO FEDERAL	13700	MX		false			false		
702-5160220-7922602		2026-03-11T08:06:36+00:00	2026-03-11T08:36:54+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	The Original Donut Shop Cappuccino clásico de un solo paso, cápsulas K-Cup de una sola porción de Keurig, 20 unidades (paquete de 1) 20 unidades (paquete de 1)	SKU-JJ-B08WJLXKZ4	B08WJLXKZ4	Unshipped	1	MXN	734.82								MONTERREY	NUEVO LEON	64830	MX		false			false		
701-0700997-3465067		2026-03-11T07:46:16+00:00	2026-03-11T08:15:05+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	FirstChoiceCandy Concord NikLNip botellas de cera de caramelo 1 libra bolsa resellable	AURX-B01CC1ZG94	B01CC1ZG94	Unshipped	1	MXN	602.08								MORELIA	MICHOACAN DE OCAMPO	58050	MX		false			false		
701-3247693-3301820		2026-03-11T06:37:38+00:00	2026-03-11T07:07:47+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Nongshim Tonkotsu Kuromayu Ramen with Kuromayu Black Garlic Oil, 6 Paper Bowls, Rich Pork Broth, Premium Ramen Noodles Soup Mix	071025-B0939MRXDV	B0939MRXDV	Unshipped	1	MXN	597.18								CIUDAD DE MEXICO	CIUDAD DE MEXICO	06890	MX		false			false		
702-7780913-4063453		2026-03-11T06:15:41+00:00	2026-03-11T06:46:12+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Liqui Moly (2011) parte superior Tec 4200 SAE 5W-30 Aceite de motor de larga duración - 5 litros	LXRYBS072225-B00CPL8R8O	B00CPL8R8O	Unshipped	1	MXN	2142.22	295.48							GOMEZ PALACIO	DURANGO	35050	MX		false			false		
702-6824534-4465847		2026-03-11T06:08:42+00:00	2026-03-11T06:38:57+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Garnier Olia Bold Ammonia Free Permanent Hair Color (Packaging May Vary), 8.22 Medium Rose Gold Hair Dye, 2 Count	SKU-B07NVSQG28	B07NVSQG28	Unshipped	1	MXN	1403.3	193.56							MERIDA	YUCATAN	97147	MX		false			false		
701-9401476-5917867		2026-03-11T06:01:35+00:00	2026-03-11T06:31:18+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Lavazza Organic Tierra! Mezcla de café de grano entero, tostado italiano, 2.2 libras	1X-MLN1-7IBF	B07HJVHKVY	Unshipped	1	MXN	921.14								HERMOSILLO	SONORA	83104	MX		false			false		
702-7073630-0554603		2026-03-11T05:56:00+00:00	2026-03-11T06:25:54+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	MAJESTIC PURE VIOPY Avocado Oil for Hair and Skin - 100% Pure and Natural, Cold-Pressed, for Skin Care, Massage, Hair Care, and Carrier Oil to Dilute Essential Oils, 470ml	may-104134	B08B85MWMX	Unshipped	1	MXN	763.83	105.36							JESUS MARIA	AGUASCALIENTES	20908	MX		false			false		
702-8849497-7105050		2026-03-11T05:54:57+00:00	2026-03-11T06:23:30+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Summer's Eve Douches, Island Splash, 4 Count (Pack of 1)	KWS080425-B000095SDP	B000095SDP	Unshipped	1	MXN	360.58	49.74							TIJUANA	BAJA CALIFORNIA	22000	MX		false			false		
702-4014468-0745020		2026-03-11T05:35:52+00:00	2026-03-11T06:06:12+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	San Francisco Bay OneCup, 80 unidades - café de una sola serie, compatible con Keurig K-cup Brewers	AS-ABCD-2053	B007TGDXMK	Unshipped	1	MXN	1399.91								TIJUANA	BAJA CALIFORNIA	22425	MX		false			false		
702-5140934-0935410		2026-03-11T05:32:35+00:00	2026-03-11T06:06:37+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Tide Limpiador de lavadora, naranja, 21 unidades (paquete de 1)	QHM-PS-072425-B00QQREKM0	B00QQREKM0	Unshipped	1	MXN	1590.0	219.31							ATOTONILCO EL ALTO	JALISCO	47755	MX		false			false		
702-9634482-7321812		2026-03-11T05:13:06+00:00	2026-03-11T05:43:13+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	BARILLA Protein+ (Plus) Penne Pasta, 14.5 Ounce - plant based pasta - Made from Lentils, Chickpeas & Peas - Non-GMO, Kosher Certified and Vegan	PastaAndNoodles0325-3406	B001A5RQ9C	Unshipped	2	MXN	761.14								GUADALAJARA	JALISCO	44500	MX		false			false		
702-9582969-2857803		2026-03-11T05:12:58+00:00	2026-03-11T05:42:11+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Baronet Café 100% Colombiano Café Pods Bolsa, 54 unidades	AS-ABCD-1701	B01BOLYGPI	Unshipped	1	MXN	1050.71								TONALA	JALISCO	45420	MX		false			false		
702-9582969-2857803		2026-03-11T05:12:58+00:00	2026-03-11T05:42:11+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Senseo cápsulas compatibles café italiano	AS-ABCD-1515	B074HBDZPQ	Unshipped	1	MXN	624.58								TONALA	JALISCO	45420	MX		false			false		
702-1531873-0326640		2026-03-11T05:07:48+00:00	2026-03-11T05:40:39+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	NO FUN JO DECAF: Café descafeinado orgánico, proceso de agua suiza, certificado de comercio justo, tostado medio oscuro, café arábigo entero, certificado orgánico, última intervensión de gluten, expreso descafeinado 2 Pound (Pack of 1)	IS10-6812	B079LKD3K5	Unshipped	1	MXN	1238.73								MAGDALENA	JALISCO	46470	MX		false			false		
702-2402835-0975415		2026-03-11T05:06:40+00:00	2026-03-11T13:37:34+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	NATURAL VITALITY Sweet Citrus Calm, gomitas para niños, 120 unidades	may-030657	B09F823K6R	Unshipped	1	MXN	1152.15	158.92							CUAUTITLÁN IZCALLI	MÉXICO	54713	MX		false			false		
