amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended	buyer-identification-number	buyer-identification-type 
701-2889919-9060251		2026-01-22T14:16:38+00:00	2026-01-22T14:46:58+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Jupiter- Fórmulas clínicamente probadas: ¡Dígale adiós a las escamas, la picazón, el enrojecimiento y la irritación! El champú anticaspa medicinal de Jupiter, probado por dermatólogos y apreciado, tra	071025-B0CR6V228D	B0CR6V228D	Unshipped	1	MXN	3041.78	419.56							CIUDAD DE MEXICO	CIUDAD DE MEXICO	05100	MX		false			false		
701-6239526-8737031		2026-01-22T13:56:43+00:00	2026-01-22T14:27:14+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Kimbo Extra Crema Espresso frijoles enteros 2.2lb/1000 g	nagasaki-01682	B000EBPH80	Unshipped	1	MXN	1541.39								CIUDAD DE MEXICO	CIUDAD DE MEXICO	05500	MX		false			false		
701-0912615-5658622		2026-01-22T13:45:26+00:00	2026-01-22T14:14:35+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Pacifica Beauty, Neon Moon Spray Perfume, Sandalwood, Jasmine, Smoky Cardamom Notes, Natural + Essential Oils, Gifts for Her, Vegan + Cruelty Free	SKU-B09PC5NGYX	B09PC5NGYX	Unshipped	1	MXN	1129.92	155.85							CANCUN	QUINTANA ROO	77500	MX		false			false		
702-0541650-2721827		2026-01-22T13:39:52+00:00	2026-01-22T14:04:14+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Eco Styler - Aceite de oliva (2 unidades)	SKU-B08MBCL3W3	B08MBCL3W3	Unshipped	1	MXN	546.18	75.34							ZAPOPAN	JALISCO	45138	MX		false			false		
701-4528678-6313037		2026-01-22T13:15:23+00:00	2026-01-22T13:45:53+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Nature Nate's 100% miel pura, cruda y sin filtrar	4D-RIYT-IY3L	B00CMQD3VS	Unshipped	1	MXN	552.25								OAXACA DE JUAREZ	OAXACA	68023	MX		false			false		
702-8169112-3410613		2026-01-22T13:06:01+00:00	2026-01-22T13:36:27+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	3 Ballerina Tea Dieters' Drink Extra Strength, 36 unidades (paquete de 2)	altus_1268	B076HDW1VR	Unshipped	1	MXN	658.29	90.8							CIUDAD DE MEXICO	CIUDAD DE MEXICO	03720	MX		false			false		
701-6879059-6875428		2026-01-22T12:42:57+00:00	2026-01-22T13:13:07+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Idahoan Mashed - Patatas	wellness2023-0223	B00D3J9F7O	Unshipped	1	MXN	664.82								TODOS SANTOS	BAJA CALIFORNIA SUR	23300	MX		false			false		
701-7050956-5453043		2026-01-22T11:23:57+00:00	2026-01-22T11:54:18+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Clubman Temporary Gel, Black, 3 Fluid Ounce	SKU-B071KQ7Q5Q	B071KQ7Q5Q	Unshipped	4	MXN	2339.16	322.64							Monterrey	Nuevo León	64890	MX		false			false		
702-8915553-4730625		2026-01-22T11:02:40+00:00	2026-01-22T11:33:12+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Natural Finish Foundation - 150 Light Medium Warm by Bodyography for Women - 1 oz Foundation	080425-B000MFI0SM	B000MFI0SM	Unshipped	1	MXN	1308.51	180.48							CIUDAD DE MEXICO	CIUDAD DE MEXICO	11560	MX		false			false		
702-8915553-4730625		2026-01-22T11:02:40+00:00	2026-01-22T11:33:12+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	MARUKAN Yuzu Ponzu - Soja premium con cítricos yuzu, 12 FZ	nov2022_07322	B07G4MX881	Unshipped	1	MXN	497.81								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11560	MX		false			false		
702-3182276-6973014		2026-01-22T10:31:51+00:00	2026-01-22T11:02:12+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Annie's - Paquetes del bocado de la variedad - 12Paquete (s)	UK-1W40-ELF1	B008RLUXI8	Unshipped	5	MXN	1895.1								PLAYA DEL CARMEN	QUINTANA ROO	77725	MX		false			false		
702-9711528-0909803		2026-01-22T10:30:41+00:00	2026-01-22T11:01:06+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Watkins Rainbow Decorating Sprinkles, sin gluten, Kosher, tarro de 3.4 onzas, 1 paquete	may-067786	B08173WLMN	Unshipped	2	MXN	1009.14								PLAYA DEL CARMEN	QUINTANA ROO	77725	MX		false			false		
702-1342333-8383452		2026-01-22T10:26:58+00:00	2026-01-22T10:56:11+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	MEEDEN Meedden Paleta de Pintura de cerámica para Artista, Paleta de Porcelana mezcladora para Acuarela Gouache Pintura al óleo, Rectangular, 18 pozos	SKU-B07Z5SKC24	B07Z5SKC24	Unshipped	1	MXN	772.49	106.55							SANTIAGO DE QUERETARO	QUERETARO	76180	MX		false			false		
702-0218323-5194626		2026-01-22T09:34:13+00:00	2026-01-22T10:02:58+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Lenny & Larry's The Complete Cremes®, galletas sándwich, vainilla, vegana, 5 g de proteína vegetal, 6 galletas por paquete (caja de 12)	feb2023-35841	B09PQBL16L	Unshipped	1	MXN	591.39								PLAYA DEL CARMEN	QUINTANA ROO	77723	MX		false			false		
701-9482594-8655465		2026-01-22T07:57:22+00:00	2026-01-22T08:27:04+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Ardell Lashgrip Strip False Lash Adhesive, Dark, 7g/ 0.25oz x 4 pack	SKU-B07R6YFYDT	B07R6YFYDT	Unshipped	1	MXN	807.73	111.41							JUAREZ	CHIHUAHUA	32280	MX		false			false		
701-7365868-4686609		2026-01-22T07:45:59+00:00	2026-01-22T08:16:10+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Annie's Homegrown Barras orgánicas originales para aperitivos, 3.9 oz, 5 unidades	CM-22OE-VXS4	B076HMT49K	Unshipped	1	MXN	375.89								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11910	MX		false			false		
702-5741718-8792214		2026-01-22T07:37:52+00:00	2026-01-22T08:07:24+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Klass Aguas Frescas Paquete variado, 1 caja de lima de pepino, 1 caja de sandía de fresa, 1 caja de bayas de hibisco, 1 caja de piña mandarina (40 paquetes en total para llevar)	IS14-10170	B0959KTDPB	Unshipped	1	MXN	633.66	87.4							ZAPOPAN	JALISCO	45237	MX		false			false		
701-9640403-9079444		2026-01-22T07:09:36+00:00	2026-01-22T07:09:48+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Nestle Nido Fortificada (12x28.1oz )	SKU-JJ-B00E5XMY0M	B00E5XMY0M	Unshipped	1	MXN	957.31								CIUDAD DE MEXICO	CIUDAD DE MEXICO	06350	MX		false			false		
701-6789709-7431446		2026-01-22T07:08:14+00:00	2026-01-22T07:38:31+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Mastic of Chios Chios Mastiha Paquete 25Gr (0.88Oz) Lágrimas Medianas Goma 100% Pura Goma Masica De Masilla Fresca	071025-B07Q454QLH	B07Q454QLH	Unshipped	1	MXN	806.66								CIUDAD DE MEXICO	CIUDAD DE MEXICO	05600	MX		false			false		
701-6032905-0225825		2026-01-22T07:05:31+00:00	2026-01-22T07:33:38+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Wheatland Food Hard White Wheat Bayas (cubo de 25 libras)	SKU-JJ-B08KRTBTW7	B08KRTBTW7	Unshipped	1	MXN	1970.29								HEROICA MULEGE	BAJA CALIFORNIA SUR	23900	MX		false			false		
702-4639600-1237027		2026-01-22T06:44:01+00:00	2026-01-22T07:12:40+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Smart Mouth enjuague bucal, Sin limpiador de lengua, Original Mint, Paquete con 2	KWS080425B-B00J7G0K9O	B00J7G0K9O	Unshipped	1	MXN	959.93	132.4							ZINACANTEPEC	MEXICO	51355	MX		false			false		
702-5790200-0753803		2026-01-22T05:54:07+00:00	2026-01-22T10:41:42+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Weleda Men's 24 Hour Roll-On Deodorant, Herbal, 1.7 Fluid Ounce	DeodorantAntiperspirants0325-2742	B06XJDCPXP	Unshipped	1	MXN	560.47	77.31							GUADALAJARA	JALISCO	44610	MX		false			false		
701-3993138-0435436		2026-01-22T05:32:37+00:00	2026-01-22T06:08:44+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	VitaCup Perfect Low Acid Coffee Ground, café tostado oscuro, orgánico USDA y comercio justo, probado por terceros para micotoxinas y pesticidas, origen único de Guatemala, limpio y puro, 11 onzas	IS13-08727	B09PWBQ9K7	Unshipped	1	MXN	765.18								BAHIA DE BANDERAS	NAYARIT	63729	MX		false			false		
701-3993138-0435436		2026-01-22T05:32:37+00:00	2026-01-22T06:08:44+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Triscuit Hint of Sea Salt Galletas de trigo de grano entero, 8.5 onzas	AS-ABCD-4048	B071G7JVB5	Unshipped	2	MXN	1730.0								BAHIA DE BANDERAS	NAYARIT	63729	MX		false			false		
701-3993138-0435436		2026-01-22T05:32:37+00:00	2026-01-22T06:08:44+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Sopa de vegetales de lentejas orgánicas, luz en sodio, 14.5 onzas	IS3-4385	B000G176CI	Unshipped	2	MXN	2964.18								BAHIA DE BANDERAS	NAYARIT	63729	MX		false			false		
702-3470916-0439401		2026-01-22T05:30:31+00:00	2026-01-22T06:01:02+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Purity Farm Ghee (mantequilla clarificada), 7.5 onzas	RKSV-NC-04404	B0046IM3K2	Unshipped	1	MXN	740.48								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11560	MX		false			false		
701-3088416-9865863		2026-01-22T05:21:35+00:00	2026-01-22T05:52:02+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Quest Nutrition Mini Chocolate Chip Cookie Dough Protein Bars, High Protein, Low Carb, Keto Friendly, 14 Count	may-055528	B09QH9D38D	Unshipped	2	MXN	1432.78								CIUDAD ADOLFO LOPEZ MATEOS	MEXICO	52937	MX		false			false		
701-2787009-0823447		2026-01-22T05:16:33+00:00	2026-01-22T05:32:45+00:00	Cancelled	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	CLIF BLOKS - Energy Chews - Black Cherry - With Caffeine (2.1 Ounce Packet, 18 Count)	cartus-00174	B007X5BNFQ		0										HUIXQUILUCAN DE DEGOLLADO	MEXICO	52787	MX		false			false		
701-6329926-5269865		2026-01-22T05:15:53+00:00	2026-01-22T05:45:31+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Breiboz- Parches para espinillas grandes para la cara, parches para el acné, parches para espinillas, parche hidrocoloide para espinillas invisible de día	SKU-B0CFHDV2S8	B0CFHDV2S8	Unshipped	1	MXN	560.91	77.37							HEROICA PUEBLA DE ZARAGOZA	PUEBLA	72453	MX		false			false		
702-7096146-4532244		2026-01-22T05:08:55+00:00	2026-01-22T08:29:16+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Dove Set de Champú y Acondicionador Bond Strength + Paquete de Suero Mascarilla Capilar - Tratamiento Reparador Bond para Cabellos Dañados y Encrespados (Juego de 3 Piezas)	QHM-PS-072425-B0D9WMKW8P	B0D9WMKW8P	Unshipped	1	MXN	1227.47	169.31							SAN FRANCISCO DEL RINCON	GUANAJUATO	36380	MX		false			false		
702-3831250-8733042		2026-01-22T05:06:57+00:00	2026-01-22T05:07:10+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Quaker Instant Oatmeal Express Cups, 10 g de proteína de 2 sabores (paquete de 12)	nagasaki-02353	B08CPTGJZN	Unshipped	1	MXN	1004.17								NUEVO LAREDO	TAMAULIPAS	88290	MX		false			false		
702-5217007-2462666		2026-01-22T05:02:04+00:00	2026-01-22T05:30:19+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Cera para bigote 2 unidades - Cera para barba y bigote para hombres - fuerte agarre ayuda a entrenar y dar estilo (cítricos y sándalo, 2 unidades)	SKU-B07MGMGH9D	B07MGMGH9D	Unshipped	1	MXN	621.71	85.75							TIJUANA	BAJA CALIFORNIA	22520	MX		false			false		
701-2123350-5016223		2026-01-22T05:00:31+00:00	2026-01-22T05:30:59+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Crema de avellana para café New England Coffee, molida, 11 oz (Paquete de 3)	feb2023-25051	B0859JTC9L	Unshipped	1	MXN	988.48								TECAMACHALCO	PUEBLA	75480	MX		false			false		
701-5904023-3484208		2026-01-22T04:54:21+00:00	2026-01-22T05:24:32+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Tsubaki- Set de champú y acondicionador Moist	071025-B088V32H3C	B088V32H3C	Unshipped	1	MXN	1474.23	203.34							CIUDAD DE MEXICO	CIUDAD DE MEXICO	11320	MX		false			false		
701-2133138-5377038		2026-01-22T04:52:34+00:00	2026-01-22T05:22:49+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Elite - Bolsa de café turca tostada a tierra, 3.5 000 onzas (paquete de 6)	GroundCoffee1024-3088	B01K9ESSP0	Unshipped	1	MXN	1102.6								CAMERINO Z. MENDOZA	VERACRUZ DE IGNACIO DE LA LLAVE	94740	MX		false			false		
702-7909162-8837838		2026-01-22T04:51:54+00:00	2026-01-22T05:21:09+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	ROYAL CANIN SIZE HEALTH NUTRITION X-SMALL Puppy dry dog food, 3-Pound	nagasaki-08305	B0076L2WU2	Unshipped	1	MXN	1071.39	147.78							CIUDAD DE MEXICO	CIUDAD DE MEXICO	11560	MX		false			false		
702-1134060-8705813		2026-01-22T04:50:41+00:00	2026-01-22T05:20:31+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Kodiak Cakes Minute Muffins, Double Dark Chocolate, 2.36 Ounce (Pack of 12) (Packaging May Vary)	nagasaki-05394	B00I471G9K	Unshipped	1	MXN	944.24								CIUDAD DE MEXICO	CIUDAD DE MEXICO	06700	MX		false			false		
701-1223709-8295432		2026-01-22T04:47:54+00:00	2026-01-22T10:06:08+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Lao Gan Ma () Chilisauce Xiang La Cui 210 g (paquete de 3)	abr23_04936	B007B4NY74	Unshipped	1	MXN	834.25								CIUDAD SANTA CATARINA	NUEVO LEON	66197	MX		false			false		
701-0559747-4121020		2026-01-22T04:32:41+00:00	2026-01-22T05:03:01+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Expedited	Grain Place Foods Non-gmo Organic Hulled Barley 0.9kg Bag	RKSV-NC-04981	B00CP8MCS8	Unshipped	1	MXN	748.09								CIUDAD DE MEXICO	CIUDAD DE MEXICO	11000	MX		false			false		
702-6935205-8464228		2026-01-22T04:30:57+00:00	2026-01-22T05:01:22+00:00	Pending	Merchant	Amazon.com.mx	WebsiteOrderChannel		Standard	Cutter Lemon Eucalyptus Insect Repellent, Pump Spray, 4-Ounce	cartnw-0600	B00860Y3DQ	Unshipped	3	MXN	1728.0	238.35							EMILIANO ZAPATA	MORELOS	62760	MX		false			false		
